No.,MODE,DEVICE,ACTUAL,REFER.,MEASURE,LIMIT-,(-%),LIMIT+,(+%),OFFSET,Delay,Bias,H-PIN,L-PIN,G-1,G-2,G-3,G-4,G-5,X,Y,AB,SKIP
1,DT.NPN,Q1......,.......,"2.050 V","2.047 V","1.743 V",15,"2.358 V",15,"0.000 V",0,2.0V,20,0,0,0,0,0,0,*,*,A
2,DT.NPN,Q1......,.......,"0.852 V","0.821 V","0.724 V",15,"0.980 V",15,"0.000 V",5,2.0V,20,30,0,0,0,0,0,*,*,A
3,DT.NPN,Q2......,.......,"2.014 V","2.047 V","1.712 V",15,"2.316 V",15,"0.000 V",0,2.0V,21,0,0,0,0,0,0,*,*,A
4,DT.NPN,Q2......,.......,"0.797 V","0.826 V","0.677 V",15,"0.917 V",15,"0.000 V",0,2.0V,21,30,0,0,0,0,0,*,*,A
5,DT.NPN,Q3......,.......,"2.014 V","2.047 V","1.712 V",15,"2.316 V",15,"0.000 V",0,2.0V,22,0,0,0,0,0,0,*,*,A
6,DT.NPN,Q3......,.......,"0.797 V","0.835 V","0.677 V",15,"0.917 V",15,"0.000 V",0,2.0V,22,30,0,0,0,0,0,*,*,A
7,DT.NPN,DT1.....,.......,"1.704 V","1.774 V","1.448 V",15,"2.130 V",25,"0.000 V",0,2.0V,26,27,0,0,0,0,0,*,*,A
8,DT.NPN,DT1.....,.......,"0.770 V","0.807 V","0.662 V",14,"0.886 V",15,"0.000 V",0,2.0V,26,30,0,0,0,0,0,*,*,A
9,"C. AC",C7......,0.01uF.,10.00nF,10.57nF," 7.00nF",30,13.00nF,30," 0.00nF",0,,11,12,30,0,0,0,0,*,*,A
10,"C. AC",C8......,0.01uF.,10.00nF,11.45nF," 7.00nF",30,13.00nF,30," 0.00nF",0,,14,13,30,0,0,0,0,*,*,A
11,"C. AC",C9......,0.01uF.,10.00nF,11.50nF," 7.00nF",30,13.00nF,30," 0.00nF",0,,16,15,30,0,0,0,0,*,*,A
12,"C. AC",C11//C103,0.1uF..," 27.1uF"," 23.2uF"," 19.0uF",30," 35.2uF",30,"  0.0uF",0,,17,30,0,0,0,0,0,*,*,A
13,R.,R1......,560.0..,0.560Ko,0.557Ko,0.504Ko,10,0.616Ko,10,0.000Ko,10,,17,33,30,0,0,0,0,*,*,A
14,R.,R2......,560.0..,0.560Ko,0.558Ko,0.504Ko,10,0.616Ko,10,0.000Ko,0,,30,34,33,0,0,0,0,*,*,A
15,R.,R3......,1.0K...,0.652Ko,0.657Ko,0.587Ko,10,0.717Ko,10,0.000Ko,0,,1,31,0,0,0,0,0,*,*,A
16,R.,R4......,1.0K...,0.656Ko,0.662Ko,0.590Ko,10,0.722Ko,10,0.000Ko,0,,31,6,0,0,0,0,0,*,*,A
17,R.,R5......,1.0K...,0.649Ko,0.658Ko,0.584Ko,10,0.714Ko,10,0.000Ko,0,,7,31,0,0,0,0,0,*,*,A
18,R.,R12.....,1.0K...,0.733Ko,0.752Ko,0.660Ko,10,0.806Ko,10,0.000Ko,0,,3,10,0,0,0,0,0,*,*,A
19,R.,R13.....,1.0K...,0.743Ko,0.750Ko,0.669Ko,10,0.817Ko,10,0.000Ko,0,,4,10,0,0,0,0,0,*,*,A
20,R.,R14.....,1.0K...,0.733Ko,0.748Ko,0.660Ko,10,0.806Ko,10,0.000Ko,0,,10,9,0,0,0,0,0,*,*,A
21,R.,R6......,1.0K...,1.000Ko,0.994Ko,0.900Ko,10,1.100Ko,10,0.000Ko,0,,3,25,0,0,0,0,0,*,*,A
22,R.,R7......,1.0K...,1.000Ko,0.994Ko,0.900Ko,10,1.100Ko,10,0.000Ko,0,,4,24,0,0,0,0,0,*,*,A
23,R.,R8......,1.0K...,1.000Ko,0.997Ko,0.900Ko,10,1.100Ko,10,0.000Ko,0,,9,23,10,0,0,0,0,*,*,A
24,R.,R19.....,1.0K...,1.000Ko,0.997Ko,0.900Ko,10,1.100Ko,10,0.000Ko,0,,27,28,0,0,0,0,0,*,*,A
25,R.,"R9//R10 ",10.0...," 6.00 o"," 5.69 o"," 3.90 o",35," 8.10 o",35," 0.00 o",0,,32,31,7,0,0,0,0,*,*,A
26,R.,R10.....,10.0...," 6.41 o"," 0.00 o"," 4.49 o",30," 8.33 o",30," 0.00 o",0,,31,32,0,0,0,0,0,*,*,A,*
27,"R. HS",R11.....,1.0M...,0.710Mo,0.000Mo,0.426Mo,40,0.994Mo,40,0.000Mo,500,,10,31,0,0,0,0,0,*,*,A,*
28,R.,R15A....,1.1K...,1.100Ko,0.000Ko,0.880Ko,20,1.320Ko,20,0.000Ko,0,,1,0,0,0,0,0,0,*,*,A,*
29,R.,R15B....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,1,0,0,0,0,0,0,*,*,A,*
30,R.,R15C....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,1,0,0,0,0,0,0,*,*,A,*
31,R.,R16A....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,6,0,0,0,0,0,0,*,*,A,*
32,R.,R16B....,1.1K...,"  1.1Ko","  0.0Ko","  0.9Ko",20,"  1.3Ko",20,"  0.0Ko",0,,6,0,0,0,0,0,0,*,*,A,*
33,R.,R16C....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,6,0,0,0,0,0,0,*,*,A,*
34,R.,R17A....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,7,0,0,0,0,0,0,*,*,A,*
35,R.,R17B....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,7,0,0,0,0,0,0,*,*,A,*
36,R.,R17C....,1.1K...," 1.10Ko"," 0.00Ko"," 0.88Ko",20," 1.32Ko",20," 0.00Ko",0,,7,0,0,0,0,0,0,*,*,A,*
37,D.,D101....,.......," 0.70 V"," 0.64 V"," 0.60 V",15," 0.81 V",15," 0.00 V",5,2.0V,30,29,0,0,0,0,0,*,*,A
38,D.,D101....,.......," 2.00 V"," 2.00 V"," 1.70 V",15," 2.30 V",15," 0.00 V",10,2.0V,29,30,0,0,0,0,0,*,*,A
39,"C. DC",C101....,33.0uF.," 33.0uF"," 36.7uF"," 23.1uF",30," 42.9uF",30,"  0.0uF",0,,32,30,0,0,0,0,0,*,*,A
40,"C. DC",C103....,27.0uF.," 27.0uF","  0.0uF"," 18.9uF",30," 35.1uF",30,"  0.0uF",0,,29,30,0,0,0,0,0,*,*,A,*
41,J.,J1......,.......," OPEN  ",-------,--------,0,--------,0,--------,0,,31,0,0,0,0,0,0,*,*,A,*
42,J.,J3......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,30,18,0,0,0,0,0,*,*,A
43,J.,J4......,.......," OPEN  ",-------,--------,0,--------,0,--------,0,,16,0,0,0,0,0,0,*,*,A,*
44,J.,J5......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,17,29,0,0,0,0,0,*,*,A
45,J.,J7......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,17,29,0,0,0,0,0,*,*,A
46,J.,J8......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,17,29,0,0,0,0,0,*,*,A
47,J.,J9......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,30,18,0,0,0,0,0,*,*,A
48,J.,J10.....,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,30,18,0,0,0,0,0,*,*,A
49,J.,J2......,.......," OPEN  ",-------,--------,0,--------,0,--------,0,,31,0,0,0,0,0,0,*,*,A,*
50,J.,J6......,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,29,19,0,0,0,0,0,*,*,A
51,J.,JFG.....,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,26,23,0,0,0,0,0,*,*,A
52,J.,FJ101...,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,37,8,0,0,0,0,0,*,*,A
53,J.,FJ102...,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,36,5,0,0,0,0,0,*,*,A
54,J.,FJ103...,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,35,2,0,0,0,0,0,*,*,A
55,J.,FJ104...,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,10,30,0,0,0,0,0,*,*,A
56,J.,FJ105...,.......," SHORT "," SHORT ",--------,0,--------,0,--------,0,,10,30,0,0,0,0,0,*,*,A
57,D.,HU-1....,.......," 1.30 V"," 1.27 V"," 1.11 V",15," 1.69 V",30,"-0.01 V",0,2.0V,30,34,0,0,0,0,0,*,*,A
58,D.,HU-2....,.......," 0.91 V"," 0.84 V"," 0.77 V",15," 1.18 V",30,"-0.01 V",0,2.0V,30,11,0,0,0,0,0,*,*,A
59,D.,HU-3....,.......," 1.38 V"," 1.26 V"," 1.17 V",15," 1.79 V",30,"-0.01 V",0,2.0V,30,33,0,0,0,0,0,*,*,A
60,D.,HU-4....,.......," 0.90 V"," 0.84 V"," 0.77 V",15," 1.17 V",30,"-0.01 V",0,2.0V,30,12,0,0,0,0,0,*,*,A
61,D.,HV-1....,.......," 1.30 V"," 0.00 V"," 1.11 V",15," 1.69 V",30," 0.00 V",0,2.0V,30,34,0,0,0,0,0,*,*,A,*
62,D.,HV-2....,.......," 0.90 V"," 0.85 V"," 0.77 V",15," 1.17 V",30," 0.00 V",0,2.0V,30,14,0,0,0,0,0,*,*,A
63,D.,HV-3....,.......," 1.38 V"," 0.00 V"," 0.97 V",30," 1.79 V",30," 0.00 V",0,2.0V,30,33,0,0,0,0,0,*,*,A,*
64,D.,HV-4....,.......," 0.90 V"," 0.85 V"," 0.77 V",15," 1.17 V",30," 0.00 V",0,2.0V,30,13,0,0,0,0,0,*,*,A
65,D.,HW-1....,.......," 1.30 V"," 0.00 V"," 0.91 V",30," 1.69 V",30," 0.00 V",0,2.0V,30,34,0,0,0,0,0,*,*,A,*
66,D.,HW-2....,.......," 0.90 V"," 0.85 V"," 0.77 V",15," 1.17 V",30," 0.00 V",0,2.0V,30,15,0,0,0,0,0,*,*,A
67,D.,HW-3....,.......," 1.38 V"," 0.00 V"," 0.97 V",30," 1.79 V",30," 0.00 V",0,2.0V,30,33,0,0,0,0,0,*,*,A,*
68,D.,HW-4....,.......," 2.01 V"," 0.00 V"," 1.41 V",30," 2.61 V",30," 0.00 V",0,2.0V,30,0,0,0,0,0,0,*,*,A,*
69,D.,IC1-1...,.......," 0.91 V"," 0.85 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,11,0,0,0,0,0,*,*,A
70,D.,IC1-2...,.......," 0.90 V"," 0.85 V"," 0.63 V",30," 1.17 V",30," 0.00 V",0,2.0V,30,12,0,0,0,0,0,*,*,A
71,D.,IC1-3...,.......," 0.90 V"," 0.85 V"," 0.63 V",30," 1.17 V",30," 0.00 V",0,2.0V,30,13,0,0,0,0,0,*,*,A
72,D.,IC1-4...,.......," 0.90 V"," 0.85 V"," 0.63 V",30," 1.17 V",30," 0.00 V",0,2.0V,30,14,0,0,0,0,0,*,*,A
73,D.,IC1-5...,.......," 0.90 V"," 0.85 V"," 0.63 V",30," 1.17 V",30," 0.00 V",0,2.0V,30,15,0,0,0,0,0,*,*,A
74,D.,IC1-6...,.......," 0.90 V"," 0.85 V"," 0.63 V",30," 1.17 V",30," 0.00 V",0,2.0V,30,16,0,0,0,0,0,*,*,A
75,D.,IC1-7...,.......," 0.67 V"," 0.64 V"," 0.47 V",30," 0.87 V",30," 0.00 V",5,2.0V,30,17,0,0,0,0,0,*,*,A
76,D.,IC1-8...,.......," 0.67 V"," 0.64 V"," 0.47 V",30," 0.87 V",30," 0.00 V",5,2.0V,30,17,0,0,0,0,0,*,*,A
77,D.,IC1-9...,.......," 0.70 V"," 0.69 V"," 0.49 V",30," 0.91 V",30," 0.00 V",0,2.0V,18,8,0,0,0,0,0,*,*,A
78,D.,IC1-10..,.......," 0.67 V"," 0.64 V"," 0.47 V",30," 0.87 V",30," 0.00 V",5,2.0V,30,19,0,0,0,0,0,*,*,A
79,D.,IC1-11..,.......," 0.91 V"," 0.86 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,20,0,0,0,0,0,*,*,A
80,D.,IC1-12..,.......," 0.91 V"," 0.86 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,21,0,0,0,0,0,*,*,A
81,D.,IC1-13..,.......," 0.91 V"," 0.91 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,22,0,0,0,0,0,*,*,A
82,D.,IC1-14..,.......," 0.91 V"," 0.87 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,23,0,0,0,0,0,*,*,A
83,D.,IC1-15..,.......," 0.91 V"," 0.87 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,24,0,0,0,0,0,*,*,A
84,D.,IC1-16..,.......," 0.91 V"," 0.87 V"," 0.64 V",30," 1.18 V",30," 0.00 V",0,2.0V,30,25,0,0,0,0,0,*,*,A
85,D.,Q101-1..,.......," 1.29 V"," 1.23 V"," 0.90 V",30," 1.68 V",30," 0.00 V",5,2.0V,30,31,0,0,0,0,0,*,*,A
86,D.,Q101-2..,.......," 1.42 V"," 1.40 V"," 0.99 V",30," 1.85 V",30," 0.00 V",0,2.0V,30,1,0,0,0,0,0,*,*,A
87,D.,Q101-3..,.......," 0.73 V"," 0.70 V"," 0.51 V",30," 0.95 V",30," 0.00 V",0,2.0V,30,2,0,0,0,0,0,*,*,A
88,D.,Q101-4..,.......," 1.30 V"," 1.28 V"," 0.91 V",30," 1.69 V",30," 0.00 V",10,2.0V,3,30,0,0,0,0,0,*,*,A
89,D.,Q101-5..,.......," 1.24 V"," 1.24 V"," 0.87 V",30," 1.61 V",30," 0.00 V",10,2.0V,30,31,0,0,0,0,0,*,*,A
90,D.,Q101-6..,.......," 1.30 V"," 1.28 V"," 0.91 V",30," 1.69 V",30," 0.00 V",10,2.0V,4,30,0,0,0,0,0,*,*,A
91,D.,Q101-7..,.......," 0.73 V"," 0.70 V"," 0.51 V",30," 0.95 V",30," 0.00 V",0,2.0V,30,5,0,0,0,0,0,*,*,A
92,D.,Q101-8..,.......," 1.42 V"," 1.31 V"," 0.99 V",30," 1.85 V",30," 0.00 V",0,2.0V,30,6,0,0,0,0,0,*,*,A
93,D.,Q101-9..,.......," 1.41 V"," 1.34 V"," 0.99 V",30," 1.83 V",30," 0.00 V",0,2.0V,30,7,0,0,0,0,0,*,*,A
94,D.,Q101-10.,.......," 0.73 V"," 0.69 V"," 0.51 V",30," 0.95 V",30," 0.00 V",0,2.0V,30,8,0,0,0,0,0,*,*,A
95,D.,Q101-11.,.......," 1.33 V"," 1.27 V"," 0.93 V",30," 1.73 V",30," 0.00 V",0,2.0V,9,30,0,0,0,0,0,*,*,A
96,D.,Q101-12.,.......," 1.24 V"," 1.24 V"," 0.87 V",30," 1.61 V",30," 0.00 V",10,2.0V,30,31,0,0,0,0,0,*,*,A
97,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
98,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
99,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
100,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
101,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
102,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
103,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
104,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
105,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
106,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
107,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
108,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
109,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
110,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
111,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
112,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
113,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
114,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
115,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
116,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
117,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
118,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
119,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
120,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
121,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
122,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
123,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
124,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
125,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
126,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
127,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
128,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
129,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
130,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
131,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
132,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
133,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
134,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
135,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
136,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
137,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
138,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
139,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
140,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
141,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
142,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
143,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
144,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
145,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
146,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
147,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
148,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
149,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
150,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
151,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
152,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
153,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
154,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
155,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
156,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
157,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
158,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
159,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
160,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
161,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
162,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
163,NOP,"        ","       ",--------,--------,--------,0,--------,0,--------,0,,0,0,0,0,0,0,0,*,*,A
